time(s),GPU_Utilization(%),Memory_Utilization(%),Used_Memory(Bytes),Power_Usage(mW),Temperature(C)
0.0,82,48.49514105104255,21558722560,173000,37
0.5,68,48.646098688555526,21625831424,79000,36
1.000999927520752,69,48.646098688555526,21625831424,80000,37
1.502000093460083,68,48.646098688555526,21625831424,80000,37
2.002000093460083,69,48.646098688555526,21625831424,80000,37
2.503000020980835,70,48.646098688555526,21625831424,80000,37
3.003000020980835,68,48.646098688555526,21625831424,79000,37
3.503999948501587,70,48.646098688555526,21625831424,79000,37
4.003999948501587,69,48.646098688555526,21625831424,80000,37
4.505000114440918,69,48.646098688555526,21625831424,80000,37
5.005000114440918,70,48.646098688555526,21625831424,79000,37
5.50600004196167,68,48.646098688555526,21625831424,80000,37
6.00600004196167,70,48.646098688555526,21625831424,81000,37
6.506999969482422,68,48.646098688555526,21625831424,80000,37
7.006999969482422,69,48.646098688555526,21625831424,80000,37
7.508000135421753,68,48.646098688555526,21625831424,79000,37
8.008000135421753,67,48.721577507312006,21659385856,80000,37
8.509000062942505,69,48.721577507312006,21659385856,79000,37
9.009999990463257,68,48.721577507312006,21659385856,79000,37
9.509999990463257,69,48.721577507312006,21659385856,80000,37
10.011000156402588,69,48.721577507312006,21659385856,79000,37
10.511000156402588,70,48.721577507312006,21659385856,80000,37
11.01200008392334,72,48.721577507312006,21659385856,98000,37
11.513000011444092,82,48.721577507312006,21659385856,113000,37
12.013000011444092,67,48.721577507312006,21659385856,80000,37
12.513999938964844,68,48.721577507312006,21659385856,79000,37
13.013999938964844,67,48.721577507312006,21659385856,78000,37
13.515000104904175,68,48.721577507312006,21659385856,79000,37
14.015000104904175,67,48.721577507312006,21659385856,79000,37
14.516000032424927,67,48.721577507312006,21659385856,79000,37
15.016000032424927,68,48.721577507312006,21659385856,80000,37
15.516999959945679,66,48.721577507312006,21659385856,79000,37
16.01800012588501,68,48.721577507312006,21659385856,79000,37
16.51800012588501,71,48.721577507312006,21659385856,123000,37
17.01900005340576,86,48.721577507312006,21659385856,160000,37
17.51900005340576,68,48.721577507312006,21659385856,80000,37
18.019999980926514,69,48.721577507312006,21659385856,80000,37
18.521000146865845,69,48.721577507312006,21659385856,80000,37
19.021000146865845,68,48.721577507312006,21659385856,79000,37
19.522000074386597,69,48.721577507312006,21659385856,80000,37
20.022000074386597,68,48.721577507312006,21659385856,80000,37
20.52300000190735,68,48.721577507312006,21659385856,80000,37
21.02300000190735,68,48.721577507312006,21659385856,79000,37
21.5239999294281,68,48.721577507312006,21659385856,80000,37
22.02500009536743,68,48.721577507312006,21659385856,79000,37
22.52500009536743,69,48.721577507312006,21659385856,79000,37
23.026000022888184,68,48.721577507312006,21659385856,78000,37
23.526000022888184,68,48.721577507312006,21659385856,80000,37
24.026999950408936,69,48.721577507312006,21659385856,79000,37
24.528000116348267,68,48.721577507312006,21659385856,79000,37
25.028000116348267,67,48.721577507312006,21659385856,79000,37
25.52900004386902,67,48.721577507312006,21659385856,79000,37
26.02999997138977,68,48.721577507312006,21659385856,80000,37
26.52999997138977,68,48.721577507312006,21659385856,80000,37
27.0310001373291,68,48.721577507312006,21659385856,80000,37
27.5310001373291,69,48.721577507312006,21659385856,80000,37
28.032000064849854,68,48.721577507312006,21659385856,80000,37
28.532000064849854,69,48.721577507312006,21659385856,79000,37
29.032999992370605,85,48.721577507312006,21659385856,129000,37
29.532999992370605,76,48.721577507312006,21659385856,111000,37
30.033999919891357,77,48.721577507312006,21659385856,80000,37
30.53500008583069,68,48.721577507312006,21659385856,79000,37
31.03500008583069,69,48.721577507312006,21659385856,79000,37
31.53600001335144,73,48.721577507312006,21659385856,113000,37
32.03699994087219,87,48.721577507312006,21659385856,154000,37
32.53699994087219,87,48.721577507312006,21659385856,153000,37
33.03800010681152,70,48.721577507312006,21659385856,80000,37
33.53800010681152,66,48.721577507312006,21659385856,80000,37
34.039000034332275,81,48.721577507312006,21659385856,133000,38
34.539000034332275,72,48.721577507312006,21659385856,80000,38
35.03999996185303,69,48.721577507312006,21659385856,80000,38
35.54100012779236,82,48.721577507312006,21659385856,146000,38
36.04100012779236,85,48.721577507312006,21659385856,151000,38
36.54200005531311,75,48.721577507312006,21659385856,80000,38
37.04299998283386,67,48.721577507312006,21659385856,80000,38
37.54299998283386,68,48.721577507312006,21659385856,79000,38
38.04400014877319,66,48.721577507312006,21659385856,77000,38
38.545000076293945,66,48.721577507312006,21659385856,78000,38
39.045000076293945,68,48.721577507312006,21659385856,80000,38
39.5460000038147,66,48.721577507312006,21659385856,80000,38
40.0460000038147,68,48.721577507312006,21659385856,80000,38
40.54699993133545,68,48.721577507312006,21659385856,79000,38
41.04699993133545,68,48.721577507312006,21659385856,80000,38
41.54800009727478,68,48.721577507312006,21659385856,79000,38
42.04900002479553,67,48.721577507312006,21659385856,79000,38
42.54900002479553,69,48.721577507312006,21659385856,79000,38
43.049999952316284,67,48.721577507312006,21659385856,78000,38
43.549999952316284,69,48.721577507312006,21659385856,79000,38
44.051000118255615,67,48.721577507312006,21659385856,80000,38
44.551000118255615,68,48.721577507312006,21659385856,79000,38
45.05200004577637,68,48.721577507312006,21659385856,79000,38
45.55299997329712,68,48.721577507312006,21659385856,80000,38
46.05299997329712,69,48.721577507312006,21659385856,79000,38
46.55400013923645,68,48.721577507312006,21659385856,80000,38
47.05400013923645,68,48.721577507312006,21659385856,80000,38
47.5550000667572,68,48.721577507312006,21659385856,86000,38
48.0550000667572,87,48.721577507312006,21659385856,146000,38
48.555999994277954,68,48.721577507312006,21659385856,80000,38
49.056999921798706,65,48.721577507312006,21659385856,79000,38
49.556999921798706,68,48.721577507312006,21659385856,80000,38
50.05800008773804,69,48.721577507312006,21659385856,79000,38
50.55800008773804,67,48.721577507312006,21659385856,80000,38
51.05900001525879,67,48.721577507312006,21659385856,80000,38
51.55900001525879,64,48.721577507312006,21659385856,78000,38
52.05999994277954,77,48.721577507312006,21659385856,146000,38
52.56100010871887,74,48.721577507312006,21659385856,81000,38
53.06100010871887,67,48.721577507312006,21659385856,80000,38
53.562000036239624,67,48.721577507312006,21659385856,80000,38
54.062000036239624,68,48.721577507312006,21659385856,80000,38
54.562999963760376,77,48.721577507312006,21659385856,144000,38
55.06400012969971,70,48.721577507312006,21659385856,80000,38
55.56400012969971,68,48.721577507312006,21659385856,80000,38
56.06500005722046,67,48.721577507312006,21659385856,80000,38
56.56500005722046,68,48.721577507312006,21659385856,79000,38
57.06599998474121,67,48.721577507312006,21659385856,79000,38
57.56599998474121,68,48.721577507312006,21659385856,79000,38
58.06700015068054,68,48.721577507312006,21659385856,80000,38
58.56700015068054,68,48.721577507312006,21659385856,80000,38
59.068000078201294,68,48.721577507312006,21659385856,80000,38
59.569000005722046,67,48.721577507312006,21659385856,80000,38
60.069000005722046,69,48.721577507312006,21659385856,79000,38
60.5699999332428,68,48.721577507312006,21659385856,79000,38
61.0699999332428,68,48.721577507312006,21659385856,80000,38
61.57100009918213,77,48.721577507312006,21659385856,137000,38
62.07200002670288,83,48.721577507312006,21659385856,138000,38
62.57200002670288,79,48.721577507312006,21659385856,96000,38
63.07299995422363,69,48.721577507312006,21659385856,80000,38
63.57299995422363,69,48.721577507312006,21659385856,80000,38
64.07400012016296,67,48.721577507312006,21659385856,80000,38
64.57400012016296,69,48.721577507312006,21659385856,80000,38
65.07500004768372,68,48.721577507312006,21659385856,80000,38
65.57500004768372,68,48.721577507312006,21659385856,79000,38
66.07599997520447,68,48.721577507312006,21659385856,79000,38
66.57599997520447,67,48.721577507312006,21659385856,79000,38
67.0770001411438,68,48.721577507312006,21659385856,79000,38
67.5770001411438,68,48.721577507312006,21659385856,80000,38
68.07800006866455,68,48.721577507312006,21659385856,81000,38
68.5789999961853,69,48.721577507312006,21659385856,80000,38
69.0789999961853,66,48.721577507312006,21659385856,80000,38
69.57999992370605,68,48.721577507312006,21659385856,80000,38
70.07999992370605,68,48.721577507312006,21659385856,80000,38
70.58100008964539,68,48.721577507312006,21659385856,80000,38
71.08100008964539,68,48.721577507312006,21659385856,79000,38
71.58200001716614,67,48.721577507312006,21659385856,79000,38
72.08299994468689,68,48.721577507312006,21659385856,78000,38
72.58299994468689,67,48.721577507312006,21659385856,80000,38
73.08400011062622,68,48.721577507312006,21659385856,79000,38
